scanned 1692 files, 19341 fragments, 1844 candidate pairs
  src/libslic3r/MeshSplitImpl.hpp:130-175  <->  src/libslic3r/MeshSplitImpl.hpp:191-240  (STRUCTURAL, weighted=0.744573, line=0.644444)
  src/slic3r/GUI/BindDialog.cpp:910-959  <->  src/slic3r/GUI/BindDialog.cpp:1140-1185  (STRUCTURAL, weighted=0.742374, line=0.785714)
  src/libslic3r/Format/3mf.cpp:1468-1501  <->  src/libslic3r/Format/bbs_3mf.cpp:3470-3507  (STRUCTURAL, weighted=0.739501, line=0.885714)
  src/slic3r/GUI/GLCanvas3D.cpp:12697-12736  <->  src/slic3r/GUI/GLCanvas3D.cpp:12744-12789  (STRUCTURAL, weighted=0.738443, line=0.575)
  src/slic3r/GUI/ObjColorDialog.cpp:651-672  <->  src/slic3r/GUI/ObjColorDialog.cpp:703-724  (STRUCTURAL, weighted=0.732229, line=0.62963)
  src/libslic3r/Fill/FillRectilinear.cpp:2522-2532  <->  src/libslic3r/Fill/FillRectilinear.cpp:2538-2546  (STRUCTURAL, weighted=0.719906, line=0.538462)
  src/slic3r/GUI/Plater.cpp:14116-14125  <->  src/slic3r/GUI/Plater.cpp:14234-14243  (STRUCTURAL, weighted=0.718097, line=0.5)
  src/BambuStudio.cpp:5132-5178  <->  src/BambuStudio.cpp:5423-5478  (STRUCTURAL, weighted=0.714725, line=0.613636)
  src/slic3r/GUI/SavePresetDialog.cpp:416-419  <->  src/slic3r/GUI/SavePresetDialog.cpp:547-552  (STRUCTURAL, weighted=0.702707, line=0.8)
  src/libslic3r/Geometry/VoronoiOffset.cpp:324-359  <->  src/libslic3r/Geometry/VoronoiOffset.cpp:402-438  (STRUCTURAL, weighted=0.700342, line=0.666667)
  src/eigen/Eigen/src/SparseCore/SparseCwiseUnaryOp.h:126-131  <->  src/eigen/Eigen/src/SparseCore/SparseCwiseUnaryOp.h:138-143  (STRUCTURAL, weighted=0.690098, line=0.714286)
  src/libslic3r/ClipperUtils.cpp:1262-1299  <->  src/libslic3r/ClipperUtils.cpp:1392-1432  (STRUCTURAL, weighted=0.689746, line=0.525)
  src/libslic3r/GCode/GCodeProcessor.cpp:4006-4065  <->  src/libslic3r/GCode/GCodeProcessor.cpp:4843-4902  (STRUCTURAL, weighted=0.687744, line=0.686275)
  src/libslic3r/GCode/GCodeProcessor.cpp:4408-4467  <->  src/libslic3r/GCode/GCodeProcessor.cpp:4843-4902  (STRUCTURAL, weighted=0.687744, line=0.686275)
  src/eigen/Eigen/src/UmfPackSupport/UmfPackSupport.h:244-248  <->  src/eigen/Eigen/src/UmfPackSupport/UmfPackSupport.h:260-265  (STRUCTURAL, weighted=0.684657, line=0.8)
  src/slic3r/GUI/Widgets/ComboBox.cpp:85-106  <->  src/slic3r/GUI/Widgets/ComboBox.cpp:127-146  (STRUCTURAL, weighted=0.683142, line=0.666667)
  src/libslic3r/MeshBoolean.cpp:674-683  <->  src/libslic3r/MeshBoolean.cpp:693-702  (STRUCTURAL, weighted=0.680339, line=0.636364)
  src/libslic3r/Support/TreeSupport.cpp:287-398  <->  src/libslic3r/Support/TreeSupport.cpp:406-526  (STRUCTURAL, weighted=0.677443, line=0.523256)
  src/libslic3r/Support/SupportMaterial.cpp:123-136  <->  src/libslic3r/Support/SupportMaterial.cpp:145-165  (STRUCTURAL, weighted=0.667586, line=0.705882)
  src/slic3r/GUI/Plater.cpp:11787-11817  <->  src/slic3r/GUI/Plater.cpp:14049-14084  (STRUCTURAL, weighted=0.666685, line=0.564103)
  src/slic3r/GUI/StatusPanel.cpp:4896-4953  <->  src/slic3r/GUI/StatusPanel.cpp:4959-5012  (STRUCTURAL, weighted=0.666544, line=0.535714)
  src/eigen/Eigen/src/Core/VectorwiseOp.h:531-535  <->  src/eigen/Eigen/src/Core/VectorwiseOp.h:543-547  (STRUCTURAL, weighted=0.664917, line=0.666667)
  src/slic3r/GUI/GCodeRenderer/LegacyRenderer.cpp:424-472  <->  src/slic3r/GUI/GCodeRenderer/LegacyRenderer.cpp:2250-2290  (STRUCTURAL, weighted=0.661394, line=0.733333)
  src/libslic3r/Brim.cpp:722-756  <->  src/libslic3r/Brim.cpp:763-805  (STRUCTURAL, weighted=0.652757, line=0.511111)
  src/slic3r/GUI/Search.cpp:792-825  <->  src/slic3r/GUI/Search.cpp:1023-1056  (STRUCTURAL, weighted=0.650913, line=0.542857)
  src/libslic3r/GCode/GCodeProcessor.cpp:4279-4313  <->  src/libslic3r/GCode/GCodeProcessor.cpp:5073-5100  (STRUCTURAL, weighted=0.637429, line=0.580645)
  src/clipper2/Clipper2Lib/src/clipper.engine.cpp:3020-3042  <->  src/clipper2/Clipper2Lib/src/clipper.engine.cpp:3127-3148  (STRUCTURAL, weighted=0.628422, line=0.681818)
  src/eigen/Eigen/src/Core/arch/CUDA/PacketMathHalf.h:228-234  <->  src/eigen/Eigen/src/Core/arch/CUDA/PacketMathHalf.h:262-268  (STRUCTURAL, weighted=0.628136, line=0.555556)
  src/eigen/Eigen/src/SuperLUSupport/SuperLUSupport.h:615-644  <->  src/eigen/Eigen/src/SuperLUSupport/SuperLUSupport.h:943-967  (STRUCTURAL, weighted=0.627589, line=0.769231)
  src/eigen/Eigen/src/Geometry/Transform.h:757-765  <->  src/eigen/Eigen/src/Geometry/Transform.h:802-811  (STRUCTURAL, weighted=0.619532, line=0.7)
  src/slic3r/GUI/PartPlate.cpp:6473-6483  <->  src/slic3r/GUI/PartPlate.cpp:6495-6508  (STRUCTURAL, weighted=0.619419, line=0.888889)
  src/libslic3r/FilamentGroup.cpp:1444-1453  <->  src/libslic3r/FilamentGroup.cpp:1589-1596  (STRUCTURAL, weighted=0.602164, line=0.6)
  src/eigen/Eigen/src/Core/arch/SSE/MathFunctions.h:260-354  <->  src/eigen/Eigen/src/Core/arch/SSE/MathFunctions.h:361-442  (STRUCTURAL, weighted=0.580434, line=0.625)
